vague,ecole,numero_whatsapp,lien_envoi_clic,message_a_copier,relance_J2,relance_J7,date_envoi,reponse,notes
1,GEIGE - Grande Ecole d'Informatique et de Gestion d'Entreprise,+225 01 73 29 48 90,https://wa.me/2250173294890?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20GEIGE.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études de GEIGE. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,GESTPCI - Groupe d'Enseignement Superieur Technique et Professionnel de Cote d'Ivoire,+225 07 59 74 39 10,https://wa.me/2250759743910?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20notes%20techniques%20%C3%A9crites%20par%20une%20IA.%0ASans%20savoir%20refaire%20le%20calcul%20qu%27il%20y%20a%20derri%C3%A8re.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20GESTPCI.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des notes techniques écrites par une IA.
Sans savoir refaire le calcul qu'il y a derrière.

Bonjour, je m'adresse au Directeur des Études de GESTPCI. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,Groupe CSI Pole Polytechnique,+225 05 05 75 39 45,https://wa.me/2250505753945?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20%C3%A9tudes%20de%20march%C3%A9%20avec%20des%20chiffres%20invent%C3%A9s%20par%20une%20IA.%0AEt%20ils%20ne%20le%20savent%20m%C3%AAme%20pas.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20Groupe%20CSI%20P%C3%B4le%20Polytechnique.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des études de marché avec des chiffres inventés par une IA.
Et ils ne le savent même pas.

Bonjour, je m'adresse au Directeur des Études de Groupe CSI Pôle Polytechnique. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,Groupe ETP-ESMIT,+225 01 40 19 53 30,https://wa.me/2250140195330?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20%C3%A9tudes%20de%20flux%20dont%20les%20chiffres%20sortent%20d%27une%20IA.%0AChiffres%20que%20personne%20n%27a%20contr%C3%B4l%C3%A9s.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20Groupe%20ETP-ESMIT.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des études de flux dont les chiffres sortent d'une IA.
Chiffres que personne n'a contrôlés.

Bonjour, je m'adresse au Directeur des Études de Groupe ETP-ESMIT. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,IFSM (Institut de Formation Sainte Marie),+225 07 57 25 15 42,https://wa.me/2250757251542?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27IFSM.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'IFSM. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,IISAN,+225 07 00 00 97 98,https://wa.me/2250700009798?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27IISAN.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'IISAN. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,IMGH Institut de Management de Gestion et d Hotellerie,+225 01 02 63 56 58,https://wa.me/2250102635658?text=Vos%20%C3%A9tudiants%20r%C3%A9digent%20d%C3%A9j%C3%A0%20leurs%20rapports%20de%20stage%20avec%20une%20IA.%0AEt%20ils%20ne%20savent%20pas%20s%27en%20servir%20pour%20le%20m%C3%A9tier%20qui%20les%20attend.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27IMGH%20Institut%20de%20Management%20de%20Gestion%20et%20d%20H%C3%B4tellerie.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rédigent déjà leurs rapports de stage avec une IA.
Et ils ne savent pas s'en servir pour le métier qui les attend.

Bonjour, je m'adresse au Directeur des Études d'IMGH Institut de Management de Gestion et d Hôtellerie. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,Institut Universitaire d'Abidjan (IUA),+225 07 07 23 18 62,https://wa.me/2250707231862?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20expos%C3%A9s%20et%20des%20m%C3%A9moires%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27Institut%20Universitaire%20d%27Abidjan.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des exposés et des mémoires écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'Institut Universitaire d'Abidjan. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,ISAECI,+225 07 09 74 28 16,https://wa.me/2250709742816?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20%C3%A9tudes%20de%20march%C3%A9%20avec%20des%20chiffres%20invent%C3%A9s%20par%20une%20IA.%0AEt%20ils%20ne%20le%20savent%20m%C3%AAme%20pas.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ISAECI.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des études de marché avec des chiffres inventés par une IA.
Et ils ne le savent même pas.

Bonjour, je m'adresse au Directeur des Études d'ISAECI. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,ISFMI - Institut Superieur de Formation aux Metiers de l'Informatique,+225 07 58 01 69 01,https://wa.me/2250758016901?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ISFMI.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'ISFMI. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,IUPA Yopougon - Institut Universitaire Polytechnique d'Abidjan,+225 07 79 63 51 90,https://wa.me/2250779635190?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20expos%C3%A9s%20et%20des%20m%C3%A9moires%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27IUPA%20Yopougon.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des exposés et des mémoires écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'IUPA Yopougon. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,Neurones Academy,+225 07 88 88 61 61,https://wa.me/2250788886161?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20Neurones%20Academy.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études de Neurones Academy. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,PIGIER Cote d'Ivoire,+225 07 08 33 45 39,https://wa.me/2250708334539?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20%C3%A9tudes%20de%20march%C3%A9%20avec%20des%20chiffres%20invent%C3%A9s%20par%20une%20IA.%0AEt%20ils%20ne%20le%20savent%20m%C3%AAme%20pas.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20PIGIER%20C%C3%B4te%20d%27Ivoire.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des études de marché avec des chiffres inventés par une IA.
Et ils ne le savent même pas.

Bonjour, je m'adresse au Directeur des Études de PIGIER Côte d'Ivoire. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,UCAO-UUA - Universite Catholique de l'Afrique de l'Ouest,+225 05 46 01 92 70,https://wa.me/2250546019270?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20expos%C3%A9s%20et%20des%20m%C3%A9moires%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27UCAO-UUA.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des exposés et des mémoires écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'UCAO-UUA. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
1,UIST - Universite Internationale des Sciences et Technologie,+225 07 78 46 60 78,https://wa.me/2250778466078?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20expos%C3%A9s%20et%20des%20m%C3%A9moires%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27UIST.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des exposés et des mémoires écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'UIST. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
